qpu_sampling_time
217.700 ms
qpu_anneal_time_per_sample
20 µs
qpu_readout_time_per_sample
177 µs
qpu_access_time
233.462 ms
qpu_access_overhead_time
7.964 ms
qpu_programming_time
15.762 ms
qpu_delay_time_per_sample
21 µs
total_post_processing_time
5.255 ms
post_processing_overhead_time
280 µs
5760 9336
1026 4084 1
1041 4084 1
4083 4084 -14.069122360687604
1056 4085 0.5
1071 4085 1
1086 4085 -1
1101 4085 -0.5
1116 4085 1
1131 4085 -0.3333333333333333
1145 4085 0.5
1160 4085 -1
1175 4085 -14.069122360687604
1190 4085 0.5
1206 4085 0.5
1221 4085 -0.5
4084 4085 -14.069122360687604
1236 4086 -0.5
1251 4086 0.3333333333333333
1266 4086 -0.14285714285714285
1281 4086 -1
1296 4086 0.5
1311 4086 -0.5
1325 4086 -0.3333333333333333
1340 4086 0.5
1355 4086 -0.3333333333333333
1370 4086 0.5
1386 4086 -0.14285714285714285
1401 4086 -14.069122360687604
4085 4086 -14.069122360687604
1596 4088 0.125
1611 4088 -14.069122360687604
1626 4088 0.3333333333333333
1641 4088 0.5
1656 4088 -0.25
1671 4088 0.125
1685 4088 -0.5
1700 4088 -0.5
1715 4088 -0.25
1730 4088 0.3333333333333333
1746 4088 0.5
1761 4088 -0.5
531 4097 -0.3333333333333333
546 4097 0.5
576 4097 -0.5
591 4097 0.3333333333333333
666 4097 0.5
681 4097 -1
696 4098 0.5
711 4098 -1
726 4098 0.5
741 4098 -1
756 4098 0.5
771 4098 -0.3333333333333333
800 4098 -0.5
815 4098 1
830 4098 1
846 4098 -1
861 4098 -1
4083 4098 -0.14285714285714285
4097 4098 -14.069122360687604
876 4099 1
891 4099 -1
906 4099 1
921 4099 1
936 4099 -0.5
951 4099 1
965 4099 1
980 4099 0.5
995 4099 -1
1010 4099 1
1026 4099 -1
1041 4099 -1
4084 4099 -0.14285714285714285
4098 4099 -14.069122360687604
1056 4100 1
1071 4100 1
1086 4100 -1
1101 4100 0.5
1116 4100 1
1131 4100 -0.5
1145 4100 -0.5
1160 4100 1
1175 4100 -0.14285714285714285
1190 4100 1
1206 4100 1
1221 4100 -1
4085 4100 -0.14285714285714285
4099 4100 -14.069122360687604
1236 4101 0.5
1251 4101 0.3333333333333333
1266 4101 -14.069122360687604
1281 4101 -0.2
1296 4101 -1
1311 4101 -1
1325 4101 0.5
1340 4101 1
1355 4101 -0.5
1370 4101 -1
1386 4101 1
1401 4101 -0.14285714285714285
4086 4101 -0.14285714285714285
4100 4101 -14.069122360687604
1416 4102 1
1431 4102 -1
1446 4102 1
1461 4102 -1
1476 4102 -1
1491 4102 -1
1505 4102 1
1520 4102 -1
1535 4102 0.5
1550 4102 -1
1566 4102 -1
1581 4102 -1
4101 4102 -14.069122360687604
1596 4103 1
1611 4103 -0.5
1626 4103 1
1641 4103 1
1656 4103 1
1671 4103 1
1685 4103 -0.5
1700 4103 -1
1715 4103 -0.3333333333333333
1730 4103 -1
1746 4103 -0.5
1761 4103 0.5
4088 4103 -0.5
4102 4103 -14.069122360687604
1776 4104 -0.5
1791 4104 -0.5
1806 4104 1
1821 4104 -0.5
1851 4104 0.5
1926 4104 0.5
1941 4104 -0.3333333333333333
4103 4104 -14.069122360687604
456 4111 0.2
471 4111 -14.069122360687604
486 4111 -0.5
501 4111 -0.14285714285714285
531 4112 -14.069122360687604
546 4112 -0.5
576 4112 0.5
591 4112 -0.5
606 4112 -1
621 4112 -0.5
636 4112 -0.5
651 4112 -1
666 4112 1
681 4112 -0.5
4111 4112 -0.5
696 4113 1
711 4113 1
726 4113 -0.25
741 4113 1
756 4113 1
771 4113 1
786 4113 1
801 4113 -1
816 4113 1
831 4113 1
846 4113 -1
861 4113 1
4112 4113 -14.069122360687604
876 4114 1
891 4114 1
906 4114 -1
921 4114 1
936 4114 1
951 4114 -1
966 4114 -1
981 4114 -1
996 4114 -1
1011 4114 -1
1026 4114 -1
1041 4114 1
4113 4114 -14.069122360687604
1056 4115 -1
1071 4115 1
1086 4115 1
1101 4115 -1
1116 4115 -1
1131 4115 -1
1146 4115 -1
1161 4115 -1
1176 4115 0.16666666666666666
1191 4115 -1
1206 4115 1
1221 4115 1
4114 4115 -14.069122360687604
1236 4116 -1
1251 4116 -0.5
1266 4116 -0.3333333333333333
1281 4116 1
1296 4116 1
1311 4116 -1
1326 4116 -1
1341 4116 -1
1356 4116 0.5
1371 4116 -1
1386 4116 1
1401 4116 1
4115 4116 -14.069122360687604
1416 4117 1
1431 4117 1
1446 4117 -1
1461 4117 -1
1476 4117 -1
1491 4117 1
1506 4117 -1
1521 4117 -1
1536 4117 1
1551 4117 -1
1566 4117 -1
1581 4117 -1
4116 4117 -14.069122360687604
1596 4118 1
1611 4118 1
1626 4118 1
1641 4118 -1
1656 4118 -0.3333333333333333
1671 4118 -1
1686 4118 -1
1701 4118 1
1716 4118 1
1731 4118 1
1746 4118 -1
1761 4118 -0.5
4117 4118 -14.069122360687604
1776 4119 -1
1791 4119 0.5
1806 4119 -1
1821 4119 -0.5
1851 4119 0.5
1866 4119 -0.5
1881 4119 -0.5
1896 4119 0.3333333333333333
1911 4119 -0.25
1926 4119 -0.25
1941 4119 -14.069122360687604
4118 4119 -14.069122360687604
1956 4120 0.3333333333333333
2001 4120 -14.069122360687604
4119 4120 1
531 4127 0.16666666666666666
546 4127 0.5
576 4127 0.5
591 4127 0.5
606 4127 0.5
621 4127 1
636 4127 0.5
651 4127 1
666 4127 1
681 4127 -1
4112 4127 0.16666666666666666
696 4128 -1
711 4128 -1
726 4128 0.16666666666666666
741 4128 -1
756 4128 0.5
771 4128 1
786 4128 0.5
801 4128 1
816 4128 1
831 4128 -1
846 4128 -1
861 4128 1
4113 4128 0.16666666666666666
4127 4128 -14.069122360687604
876 4129 1
891 4129 -1
906 4129 1
921 4129 -1
936 4129 -1
951 4129 -1
966 4129 -1
981 4129 1
996 4129 -1
1011 4129 -1
1026 4129 1
1041 4129 1
4114 4129 0.16666666666666666
4128 4129 -14.069122360687604
1056 4130 -1
1071 4130 1
1086 4130 1
1101 4130 1
1116 4130 1
1131 4130 -0.5
1146 4130 -1
1161 4130 1
1176 4130 -14.069122360687604
1191 4130 -0.25
1206 4130 -0.5
1221 4130 0.5
4115 4130 0.16666666666666666
4129 4130 -14.069122360687604
1236 4131 -0.5
1251 4131 0.5
1266 4131 -0.5
1281 4131 0.3333333333333333
1296 4131 0.3333333333333333
1311 4131 -0.5
1326 4131 -0.3333333333333333
1341 4131 -0.3333333333333333
1356 4131 -14.069122360687604
1371 4131 0.1
1386 4131 -0.5
1401 4131 -0.3333333333333333
4116 4131 0.5
4130 4131 -0.5
1416 4132 -0.5
1431 4132 -0.5
1446 4132 -0.5
1461 4132 0.5
1476 4132 -0.5
1491 4132 -0.5
1506 4132 -0.5
1521 4132 0.5
1536 4132 0.25
1551 4132 -0.5
1566 4132 0.5
1581 4132 0.5
4117 4132 -0.3333333333333333
4131 4132 -0.5
1596 4133 -0.5
1611 4133 -0.25
1626 4133 0.5
1641 4133 0.5
1656 4133 -14.069122360687604
1671 4133 0.125
1686 4133 0.25
1701 4133 -0.125
1716 4133 -0.3333333333333333
1731 4133 -0.3333333333333333
1746 4133 -0.5
1761 4133 0.5
4118 4133 -0.3333333333333333
4132 4133 -14.069122360687604
456 4142 0.5
471 4142 0.5
486 4142 0.3333333333333333
501 4142 1
531 4142 -0.25
546 4142 0.5
576 4142 0.5
591 4142 -0.3333333333333333
606 4142 0.5
621 4142 1
636 4143 0.5
651 4143 -1
666 4143 -1
681 4143 -1
696 4143 1
711 4143 -1
726 4143 -14.069122360687604
741 4143 -0.3333333333333333
756 4143 1
771 4143 -1
786 4143 -1
801 4143 -1
4142 4143 -14.069122360687604
816 4144 -1
831 4144 -1
846 4144 -1
861 4144 1
876 4144 -1
891 4144 -1
906 4144 1
921 4144 1
936 4144 1
951 4144 1
966 4144 -1
981 4144 1
4143 4144 -14.069122360687604
996 4145 1
1011 4145 -1
1026 4145 -1
1041 4145 -1
1056 4145 -1
1071 4145 1
1086 4145 -1
1101 4145 1
1116 4145 -1
1131 4145 -0.2
1146 4145 -1
1161 4145 1
4144 4145 -14.069122360687604
1176 4146 0.16666666666666666
1191 4146 1
1206 4146 -1
1221 4146 1
1236 4146 1
1251 4146 -0.3333333333333333
1266 4146 0.5
1281 4146 1
1296 4146 -1
1311 4146 -1
1326 4146 -1
1341 4146 -1
4145 4146 -14.069122360687604
1356 4147 -1
1371 4147 1
1386 4147 -1
1401 4147 0.5
1416 4147 1
1431 4147 1
1446 4147 1
1461 4147 -1
1476 4147 -1
1491 4147 -1
1506 4147 -1
1521 4147 -1
4146 4147 -14.069122360687604
1536 4148 1
1551 4148 -1
1566 4148 -1
1581 4148 -1
1596 4148 -1
1611 4148 -1
1626 4148 -1
1641 4148 -1
1656 4148 -1
1671 4148 -1
1686 4148 -1
1701 4148 1
4147 4148 -14.069122360687604
1716 4149 1
1731 4149 -1
1746 4149 -1
1761 4149 1
1776 4149 -1
1791 4149 1
1806 4149 -1
1821 4149 -0.5
1851 4149 0.5
1866 4149 -0.5
1881 4149 -0.5
4148 4149 -14.069122360687604
1896 4150 -0.3333333333333333
1911 4150 -14.069122360687604
1926 4150 -0.25
1941 4150 -0.25
1956 4150 0.5
2001 4150 0.5
4149 4150 -14.069122360687604
636 4158 0.5
651 4158 0.5
666 4158 -0.5
681 4158 1
696 4158 0.5
711 4158 -1
726 4158 -0.2
741 4158 0.5
756 4158 -0.5
771 4158 0.3333333333333333
786 4158 0.5
801 4158 -0.5
4143 4158 -0.2
816 4159 1
831 4159 1
846 4159 -1
861 4159 1
876 4159 -1
891 4159 -1
906 4159 1
921 4159 1
936 4159 -0.5
951 4159 1
966 4159 -1
981 4159 -0.5
4144 4159 -0.2
4158 4159 -14.069122360687604
996 4160 1
1011 4160 -1
1026 4160 -1
1041 4160 1
1056 4160 -1
1071 4160 -1
1086 4160 1
1101 4160 0.5
1116 4160 -0.16666666666666666
1131 4160 -14.069122360687604
1146 4160 -0.3333333333333333
1161 4160 -0.5
4145 4160 -0.2
4159 4160 -14.069122360687604
1176 4161 -14.069122360687604
1191 4161 -0.25
1206 4161 -0.5
1221 4161 0.5
1236 4161 -1
1251 4161 0.5
1266 4161 -1
1281 4161 1
1296 4161 -1
1311 4161 -1
1326 4161 1
1341 4161 1
4146 4161 0.16666666666666666
4160 4161 -0.5
1356 4162 -0.5
1371 4162 -1
1386 4162 1
1401 4162 0.5
1416 4162 -1
1431 4162 1
1446 4162 -1
1461 4162 -1
1476 4162 1
1491 4162 -1
1506 4162 -1
1521 4162 1
4147 4162 0.16666666666666666
4161 4162 -14.069122360687604
1536 4163 1
1551 4163 -1
1566 4163 1
1581 4163 1
1596 4163 -1
1611 4163 1
1626 4163 1
1641 4163 1
1656 4163 -1
1671 4163 -1
1686 4163 1
1701 4163 -1
4148 4163 0.16666666666666666
4162 4163 -14.069122360687604
1716 4164 1
1731 4164 1
1746 4164 1
1761 4164 0.5
1776 4164 1
1791 4164 -1
1806 4164 -1
1821 4164 -0.5
1851 4164 -1
1866 4164 -0.5
1881 4164 -0.5
4149 4164 0.16666666666666666
4163 4164 -14.069122360687604
1896 4165 0.5
1911 4165 -0.25
1926 4165 -14.069122360687604
1941 4165 -0.25
1956 4165 -0.3333333333333333
2001 4165 0.3333333333333333
4150 4165 -0.25
4164 4165 1
456 4172 -14.069122360687604
471 4172 0.2
486 4172 -0.07142857142857142
501 4172 0.2
531 4172 -0.5
547 4172 0.2
562 4172 -14.069122360687604
577 4172 0.3333333333333333
592 4172 -0.5
606 4172 -1
621 4172 -0.5
636 4173 -0.5
651 4173 -1
666 4173 1
681 4173 -0.5
696 4173 -1
711 4173 -1
727 4173 -0.07142857142857142
742 4173 1
757 4173 1
772 4173 -1
786 4173 -1
801 4173 -1
4172 4173 -14.069122360687604
816 4174 1
831 4174 -1
846 4174 -1
861 4174 -1
876 4174 1
891 4174 -1
907 4174 1
922 4174 1
937 4174 1
952 4174 -1
966 4174 1
981 4174 1
4173 4174 -14.069122360687604
996 4175 -1
1011 4175 1
1026 4175 1
1041 4175 1
1056 4175 -1
1071 4175 1
1087 4175 1
1102 4175 -1
1117 4175 -1
1132 4175 -1
1146 4175 1
1161 4175 -1
4174 4175 -14.069122360687604
1176 4176 1
1191 4176 1
1206 4176 1
1221 4176 -1
1236 4176 1
1251 4176 -0.5
1267 4176 -1
1282 4176 -1
1297 4176 1
1312 4176 -1
1326 4176 1
1341 4176 1
4175 4176 -14.069122360687604
1356 4177 -1
1371 4177 -1
1386 4177 -1
1401 4177 -1
1416 4177 1
1431 4177 -1
1447 4177 -1
1462 4177 1
1477 4177 1
1492 4177 -1
1506 4177 1
1521 4177 -1
4176 4177 -14.069122360687604
1536 4178 1
1551 4178 -1
1566 4178 -1
1581 4178 -1
1596 4178 1
1611 4178 1
1627 4178 -1
1642 4178 1
1657 4178 -1
1672 4178 1
1686 4178 1
1701 4178 1
4177 4178 -14.069122360687604
1716 4179 1
1731 4179 1
1746 4179 1
1761 4179 -0.5
1776 4179 -1
1791 4179 1
1807 4179 -1
1822 4179 0.3333333333333333
1837 4179 -0.25
1852 4179 -0.5
1866 4179 -0.3333333333333333
1881 4179 -0.16666666666666666
4178 4179 -14.069122360687604
1896 4180 -0.25
1911 4180 0.5
1926 4180 0.5
1941 4180 -0.5
1956 4180 -0.3333333333333333
1987 4180 0.2
2002 4180 0.5
2017 4180 -0.3333333333333333
2032 4180 -14.069122360687604
4179 4180 -14.069122360687604
456 4187 -0.07142857142857142
471 4187 -0.5
486 4187 -14.069122360687604
501 4187 -0.5
531 4187 0.5
547 4187 -0.3333333333333333
562 4187 -0.07142857142857142
577 4187 0.5
592 4187 0.5
606 4187 1
621 4187 1
4172 4187 -0.07142857142857142
636 4188 -1
651 4188 -1
666 4188 1
681 4188 1
696 4188 1
711 4188 -1
727 4188 -14.069122360687604
742 4188 0.5
757 4188 -1
772 4188 1
786 4188 0.5
801 4188 -1
4173 4188 -0.07142857142857142
4187 4188 -14.069122360687604
816 4189 1
831 4189 1
846 4189 1
861 4189 1
876 4189 1
891 4189 1
907 4189 -1
922 4189 1
937 4189 1
952 4189 1
966 4189 -1
981 4189 1
4174 4189 -0.07142857142857142
4188 4189 -14.069122360687604
996 4190 -1
1011 4190 -1
1026 4190 -1
1041 4190 -1
1056 4190 1
1071 4190 -1
1087 4190 -1
1102 4190 1
1117 4190 1
1132 4190 1
1146 4190 -1
1161 4190 1
4175 4190 -0.07142857142857142
4189 4190 -14.069122360687604
1176 4191 -1
1191 4191 -1
1206 4191 -1
1221 4191 -1
1236 4191 1
1251 4191 0.5
1267 4191 1
1282 4191 -1
1297 4191 1
1312 4191 -1
1326 4191 -1
1341 4191 1
4176 4191 -0.07142857142857142
4190 4191 -14.069122360687604
1356 4192 1
1371 4192 -1
1386 4192 1
1401 4192 -1
1416 4192 1
1431 4192 -1
1447 4192 1
1462 4192 1
1477 4192 -1
1492 4192 -1
1506 4192 -1
1521 4192 -1
4177 4192 -0.07142857142857142
4191 4192 -14.069122360687604
1536 4193 -1
1551 4193 -1
1566 4193 -1
1581 4193 -1
1596 4193 1
1611 4193 -1
1627 4193 1
1642 4193 1
1657 4193 -1
1672 4193 -1
1686 4193 1
1701 4193 -1
4178 4193 -0.07142857142857142
4192 4193 -14.069122360687604
1716 4194 1
1731 4194 -1
1746 4194 1
1761 4194 -0.5
1776 4194 -1
1791 4194 1
1807 4194 -1
1822 4194 0.5
1837 4194 -0.3333333333333333
1852 4194 -1
1866 4194 -0.5
1881 4194 0.5
4179 4194 -0.07142857142857142
4193 4194 -14.069122360687604
1896 4195 -0.5
1911 4195 0.3333333333333333
1926 4195 -1
1941 4195 0.5
1956 4195 -0.5
1987 4195 -0.3333333333333333
2002 4195 1
2017 4195 -1
2032 4195 -0.07142857142857142
4180 4195 -0.07142857142857142
4194 4195 -14.069122360687604
456 4202 -0.25
471 4202 1
486 4202 -0.3333333333333333
501 4202 -1
531 4202 -0.5
547 4202 -0.3333333333333333
562 4202 -0.25
577 4203 0.5
592 4203 0.5
606 4203 -0.5
621 4203 1
636 4203 -1
651 4203 -1
666 4203 1
681 4203 -1
696 4203 1
711 4203 -1
727 4203 -0.3333333333333333
742 4203 -1
4202 4203 -14.069122360687604
757 4204 1
772 4204 1
786 4204 0.125
801 4204 -1
816 4204 1
831 4204 1
846 4204 1
861 4204 -1
876 4204 -1
891 4204 -1
907 4204 -1
922 4204 1
4203 4204 -14.069122360687604
937 4205 1
952 4205 -1
966 4205 1
981 4205 -1
996 4205 1
1011 4205 1
1026 4205 -1
1041 4205 -1
1056 4205 -1
1071 4205 1
1087 4205 -1
1102 4205 1
4204 4205 -14.069122360687604
1117 4206 1
1132 4206 1
1146 4206 -1
1161 4206 -1
1176 4206 1
1191 4206 1
1206 4206 1
1221 4206 -1
1236 4206 1
1251 4206 0.5
1267 4206 1
1282 4206 1
4205 4206 -14.069122360687604
1297 4207 -1
1312 4207 1
1326 4207 -1
1341 4207 -1
1356 4207 -1
1371 4207 1
1386 4207 1
1401 4207 1
1416 4207 1
1431 4207 -1
1447 4207 -1
1462 4207 1
4206 4207 -14.069122360687604
1477 4208 1
1492 4208 -1
1506 4208 -1
1521 4208 -1
1536 4208 1
1551 4208 1
1566 4208 1
1581 4208 1
1596 4208 -1
1611 4208 -1
1627 4208 1
1642 4208 1
4207 4208 -14.069122360687604
1657 4209 1
1672 4209 1
1686 4209 1
1701 4209 -1
1716 4209 -1
1731 4209 1
1746 4209 -1
1761 4209 -1
1776 4209 1
1791 4209 -1
1807 4209 1
1822 4209 -0.5
4208 4209 -14.069122360687604
1837 4210 -14.069122360687604
1852 4210 0.5
1866 4210 0.5
1881 4210 0.5
1896 4210 -0.5
1911 4210 -1
1926 4210 -1
1941 4210 -0.5
1956 4210 -1
1987 4210 -0.3333333333333333
2002 4210 -1
4209 4210 -14.069122360687604
2017 4211 1
2032 4211 -0.25
4210 4211 -14.069122360687604
577 4218 -0.5
592 4218 -0.5
606 4218 0.5
621 4218 -0.5
636 4218 0.5
651 4218 0.5
666 4218 -0.5
681 4218 1
696 4218 1
711 4218 1
727 4218 0.5
742 4218 -1
4203 4218 0.125
757 4219 0.5
772 4219 -0.3333333333333333
786 4219 -14.069122360687604
801 4219 0.2
816 4219 1
831 4219 -1
846 4219 -1
861 4219 1
876 4219 1
891 4219 -1
907 4219 -1
922 4219 -1
4204 4219 0.125
4218 4219 -14.069122360687604
937 4220 -0.5
952 4220 -1
966 4220 1
981 4220 -1
996 4220 -1
1011 4220 1
1026 4220 -1
1041 4220 1
1056 4220 1
1071 4220 1
1087 4220 1
1102 4220 1
4205 4220 0.125
4219 4220 -14.069122360687604
1117 4221 -1
1132 4221 0.5
1146 4221 -1
1161 4221 -1
1176 4221 0.5
1191 4221 -1
1206 4221 1
1221 4221 -1
1236 4221 -1
1251 4221 -0.5
1267 4221 -1
1282 4221 -1
4206 4221 0.125
4220 4221 -14.069122360687604
1297 4222 -1
1312 4222 -1
1326 4222 -1
1341 4222 -1
1356 4222 1
1371 4222 1
1386 4222 -1
1401 4222 -1
1416 4222 -1
1431 4222 1
1447 4222 -1
1462 4222 -1
4207 4222 0.125
4221 4222 -14.069122360687604
1477 4223 1
1492 4223 -1
1506 4223 1
1521 4223 1
1536 4223 -1
1551 4223 -1
1566 4223 -1
1581 4223 -1
1596 4223 1
1611 4223 -1
1627 4223 1
1642 4223 1
4208 4223 0.125
4222 4223 -14.069122360687604
1657 4224 -1
1672 4224 -1
1686 4224 -1
1701 4224 1
1716 4224 1
1731 4224 -1
1746 4224 1
1761 4224 0.5
1776 4224 0.5
1791 4224 -0.5
1807 4224 1
1822 4224 -0.5
4209 4224 0.125
4223 4224 -14.069122360687604
456 4232 -0.3333333333333333
471 4232 -0.5
487 4232 -0.3333333333333333
502 4232 -1
517 4232 -0.3333333333333333
532 4232 -0.5
547 4232 -0.25
562 4232 -0.3333333333333333
577 4233 0.09090909090909091
592 4233 0.5
606 4233 0.5
621 4233 -1
636 4233 -0.5
651 4233 0.5
667 4233 1
682 4233 -1
697 4233 1
712 4233 1
727 4233 -0.5
742 4233 1
4232 4233 -14.069122360687604
757 4234 -1
772 4234 1
786 4234 1
801 4234 1
816 4234 -1
831 4234 -1
847 4234 1
862 4234 1
877 4234 -1
892 4234 1
907 4234 -1
922 4234 -1
4233 4234 -14.069122360687604
937 4235 -1
952 4235 -1
966 4235 -1
981 4235 1
996 4235 1
1011 4235 1
1027 4235 1
1042 4235 -1
1057 4235 1
1072 4235 1
1087 4235 1
1102 4235 -1
4234 4235 -14.069122360687604
1117 4236 1
1132 4236 1
1146 4236 1
1161 4236 -1
1176 4236 -0.5
1191 4236 1
1207 4236 1
1222 4236 -1
1237 4236 -1
1252 4236 0.5
1267 4236 1
1282 4236 -1
4235 4236 -14.069122360687604
1297 4237 1
1312 4237 1
1326 4237 -1
1341 4237 1
1356 4237 -1
1371 4237 -1
1387 4237 1
1402 4237 -1
1417 4237 1
1432 4237 1
1447 4237 -1
1462 4237 -1
4236 4237 -14.069122360687604
1477 4238 -1
1492 4238 -1
1506 4238 -1
1521 4238 -1
1536 4238 1
1551 4238 1
1567 4238 1
1582 4238 1
1597 4238 1
1612 4238 1
1627 4238 1
1642 4238 1
4237 4238 -14.069122360687604
1657 4239 -1
1672 4239 1
1686 4239 1
1701 4239 1
1716 4239 1
1731 4239 1
1747 4239 1
1762 4239 0.5
1777 4239 1
1792 4239 -1
1807 4239 1
1822 4239 0.5
4238 4239 -14.069122360687604
1837 4240 0.5
1852 4240 -0.5
1866 4240 -14.069122360687604
1881 4240 0.25
1896 4240 -0.3333333333333333
1911 4240 -0.5
1927 4240 -1
1942 4240 -0.5
1957 4240 -0.3333333333333333
1972 4240 0.25
1987 4240 -0.25
2002 4240 -0.5
4239 4240 -14.069122360687604
456 4247 0.3333333333333333
471 4247 1
487 4247 -0.5
502 4247 1
517 4247 0.3333333333333333
532 4247 0.5
547 4247 0.3333333333333333
562 4247 0.3333333333333333
4232 4247 0.09090909090909091
577 4248 -14.069122360687604
592 4248 0.2
606 4248 0.5
621 4248 1
636 4248 1
651 4248 1
667 4248 -1
682 4248 -1
697 4248 -1
712 4248 1
727 4248 0.5
742 4248 1
4233 4248 0.09090909090909091
4247 4248 -14.069122360687604
757 4249 1
772 4249 -1
786 4249 -0.5
801 4249 1
816 4249 1
831 4249 -1
847 4249 -1
862 4249 1
877 4249 1
892 4249 -1
907 4249 1
922 4249 -1
4234 4249 0.09090909090909091
4248 4249 -14.069122360687604
937 4250 1
952 4250 -1
966 4250 -1
981 4250 1
996 4250 1
1011 4250 -1
1027 4250 1
1042 4250 -1
1057 4250 -1
1072 4250 1
1087 4250 1
1102 4250 -1
4235 4250 0.09090909090909091
4249 4250 -14.069122360687604
1117 4251 -1
1132 4251 -1
1146 4251 1
1161 4251 1
1176 4251 0.5
1191 4251 -1
1207 4251 1
1222 4251 1
1237 4251 -1
1252 4251 0.2
1267 4251 -0.5
1282 4251 -1
4236 4251 0.09090909090909091
4250 4251 -14.069122360687604
1297 4252 -1
1312 4252 -1
1326 4252 1
1341 4252 1
1356 4252 -1
1371 4252 -1
1387 4252 -1
1402 4252 1
1417 4252 -1
1432 4252 1
1447 4252 -1
1462 4252 1
4237 4252 0.09090909090909091
4251 4252 -14.069122360687604
1477 4253 1
1492 4253 -1
1506 4253 1
1521 4253 -1
1536 4253 1
1551 4253 1
1567 4253 -1
1582 4253 -1
1597 4253 -1
1612 4253 1
1627 4253 1
1642 4253 -1
4238 4253 0.09090909090909091
4252 4253 -14.069122360687604
1657 4254 1
1672 4254 -1
1686 4254 -1
1701 4254 -1
1716 4254 1
1731 4254 1
1747 4254 -1
1762 4254 1
1777 4254 1
1792 4254 -1
1807 4254 -1
1822 4254 -0.5
4239 4254 0.09090909090909091
4253 4254 -14.069122360687604
1837 4255 0.5
1852 4255 1
1866 4255 0.09090909090909091
1881 4255 -0.3333333333333333
1896 4255 0.3333333333333333
1911 4255 0.5
1927 4255 1
1942 4255 1
1957 4255 -0.5
1972 4255 -0.3333333333333333
1987 4255 0.3333333333333333
2002 4255 -1
4240 4255 0.09090909090909091
4254 4255 -14.069122360687604
337 4261 -0.16666666666666666
456 4261 -14.069122360687604
471 4261 0.2
487 4261 -0.3333333333333333
502 4261 0.2
517 4262 -14.069122360687604
532 4262 0.3333333333333333
547 4262 0.3333333333333333
562 4262 -0.25
577 4262 0.3333333333333333
592 4262 -0.5
606 4262 1
621 4262 -1
636 4262 -1
651 4262 1
667 4262 1
682 4262 1
4261 4262 -0.25
697 4263 -1
712 4263 1
727 4263 -0.5
742 4263 1
757 4263 1
772 4263 -1
786 4263 -1
801 4263 1
816 4263 -1
831 4263 -1
847 4263 1
862 4263 1
4262 4263 -14.069122360687604
877 4264 1
892 4264 -1
907 4264 1
922 4264 -1
937 4264 1
952 4264 -1
966 4264 -1
981 4264 -1
996 4264 1
1011 4264 1
1027 4264 1
1042 4264 -1
4263 4264 -14.069122360687604
1057 4265 -1
1072 4265 1
1087 4265 -1
1102 4265 1
1117 4265 -1
1132 4265 1
1146 4265 -1
1161 4265 1
1176 4265 -1
1191 4265 1
1207 4265 -1
1222 4265 1
4264 4265 -14.069122360687604
1237 4266 -1
1252 4266 -0.5
1267 4266 1
1282 4266 -1
1297 4266 -1
1312 4266 -1
1326 4266 -1
1341 4266 -1
1356 4266 1
1371 4266 1
1387 4266 -1
1402 4266 -1
4265 4266 -14.069122360687604
1417 4267 1
1432 4267 1
1447 4267 -1
1462 4267 1
1477 4267 1
1492 4267 1
1506 4267 1
1521 4267 -1
1536 4267 1
1551 4267 -1
1567 4267 -1
1582 4267 -1
4266 4267 -14.069122360687604
1597 4268 1
1612 4268 1
1627 4268 1
1642 4268 1
1657 4268 -1
1672 4268 -1
1686 4268 -1
1701 4268 1
1716 4268 -1
1731 4268 1
1747 4268 -1
1762 4268 0.5
4267 4268 -14.069122360687604
1777 4269 -1
1792 4269 -1
1807 4269 -1
1822 4269 -0.5
1837 4269 -0.5
1852 4269 -1
1866 4269 -0.3333333333333333
1881 4269 0.07692307692307693
1896 4269 -14.069122360687604
1911 4269 -0.3333333333333333
1927 4269 0.5
1942 4269 -0.5
4268 4269 -14.069122360687604
1957 4270 0.5
1972 4270 0.07692307692307693
1987 4270 0.3333333333333333
2002 4270 1
2017 4270 -0.5
2032 4270 -0.25
4269 4270 -14.069122360687604
337 4276 -14.069122360687604
456 4276 -0.16666666666666666
471 4276 0.5
487 4276 -0.2
502 4276 0.5
4261 4276 -0.16666666666666666
517 4277 0.07692307692307693
532 4277 -0.5
547 4277 -0.2
562 4277 -0.16666666666666666
577 4277 -0.3333333333333333
592 4277 -0.5
606 4277 -0.5
621 4277 1
636 4277 -1
651 4277 1
667 4277 1
682 4277 1
4262 4277 0.07692307692307693
4276 4277 -14.069122360687604
697 4278 1
712 4278 -1
727 4278 0.5
742 4278 -1
757 4278 -1
772 4278 1
786 4278 -1
801 4278 -1
816 4278 1
831 4278 1
847 4278 1
862 4278 1
4263 4278 0.07692307692307693
4277 4278 -14.069122360687604
877 4279 1
892 4279 1
907 4279 -1
922 4279 1
937 4279 1
952 4279 -1
966 4279 -1
981 4279 1
996 4279 1
1011 4279 -1
1027 4279 -1
1042 4279 -1
4264 4279 0.07692307692307693
4278 4279 -14.069122360687604
1057 4280 -1
1072 4280 1
1087 4280 -1
1102 4280 1
1117 4280 -1
1132 4280 -1
1146 4280 1
1161 4280 1
1176 4280 -0.5
1191 4280 1
1207 4280 1
1222 4280 -1
4265 4280 0.07692307692307693
4279 4280 -14.069122360687604
1237 4281 -1
1252 4281 -0.5
1267 4281 -1
1282 4281 -1
