5760 2279
3709 3710 -0.017721775106402382
1114 3711 0.992690549068922
1129 3711 0.24642644461161267
1143 3711 -0.19633896049677024
1158 3711 0.25946285209606357
1173 3711 0.04939940260478526
1188 3711 -0.7742529631421542
1204 3711 -0.7249495785035098
1219 3711 -0.18174430674291764
1234 3711 0.47040853023291307
1249 3711 0.10026043322059319
1264 3711 -0.3993485702252956
1279 3711 0.3343436825967039
3696 3711 0.12057372802185916
3710 3711 -5.615986879834934
1294 3712 0.4617796618955512
1309 3712 0.8907534462341038
1353 3712 0.3246838866201901
1368 3712 -0.1258825586823784
1384 3712 -0.38091966744083683
1399 3712 0.1336074779981773
1414 3712 -0.14775534625656972
1429 3712 -0.4699019614825857
1444 3712 -0.254347931647379
1459 3712 0.25532594222349014
3697 3712 0.12057372802185916
3711 3712 -5.615986879834934
1474 3713 -0.7780269811263409
1489 3713 -0.039316227733739106
1503 3713 -0.7243678566039118
1518 3713 -0.2360117201417974
1564 3713 0.12057372802185916
1579 3713 0.2525375622112801
1594 3713 0.12057372802185916
3698 3713 0.12057372802185916
3712 3713 -5.615986879834934
874 3724 0.006401138168079856
904 3724 -5.615986879834934
919 3724 0.037644127140973205
934 3724 -0.16064479843705914
949 3724 0.1515081853434358
978 3724 -0.6888320941016648
993 3724 -0.7816577799659887
1008 3724 -0.04329778710240739
1024 3724 0.29679410838896203
1039 3724 -0.6299772430299864
1054 3725 0.5999190286746845
1069 3725 -0.8055392154673706
1084 3725 -0.3617913552096439
1099 3725 -0.16003278743231153
1114 3725 -0.5421624042458464
1129 3725 0.06855220816458374
1143 3725 0.40308266412957194
1158 3725 -0.8189591543496575
1173 3725 -0.8351596783494775
1188 3725 0.5695944488951883
1204 3725 0.47887508598458983
1219 3725 -0.5664034939159754
3724 3725 -5.615986879834934
1234 3726 0.8336701686604946
1249 3726 0.38873179562444204
1264 3726 -0.34095776728528615
1279 3726 0.03386506698338043
1294 3726 0.8491267209366693
1309 3726 0.12607022612722063
1353 3726 0.1637198981033512
1368 3726 -0.017670472625947564
1384 3726 -0.5015459459583909
1399 3726 -0.08988245576791853
3725 3726 -5.615986879834934
1414 3727 -0.7929604293664292
1429 3727 0.13438397341111274
1444 3727 -0.08206255997108003
1459 3727 0.12355804416140348
1474 3727 -0.521073146154603
1489 3727 0.47200984416546565
1503 3727 0.6993837505131619
1518 3727 -0.18513840974706075
1564 3727 0.4423999224683042
1579 3727 0.04319671321613383
3726 3727 -5.615986879834934
874 3739 -0.07927870364730816
904 3739 0.04319671321613383
919 3739 -0.08980761965406348
934 3739 0.05564570210346331
949 3739 -0.35740797439491234
978 3739 0.2525375622112801
993 3739 0.37354689327387347
1008 3739 -0.7492283636519921
1024 3739 -0.23105395812618545
1039 3739 0.05089177370831188
3724 3739 0.04319671321613383
1054 3740 -0.18140168640033316
1069 3740 0.9837807498696571
1084 3740 0.630374373608825
1099 3740 0.6378418403135571
1114 3740 0.30165812587210294
1129 3740 0.9494495566154642
1143 3740 -0.7598882959006861
1158 3740 0.621805487615668
1173 3740 0.13069366474400956
1188 3740 -0.8801189596592336
1204 3740 -0.18622949392692445
1219 3740 -0.34390799031490005
3725 3740 0.04319671321613383
3739 3740 -5.615986879834934
1234 3741 -0.597969905143074
1249 3741 0.15788615418938323
1264 3741 -0.2935312461554891
1279 3741 0.4330017248040776
1294 3741 0.983067503217675
1309 3741 -0.2918412330591762
1353 3741 -0.5786445361137953
1368 3741 -0.7910799701547933
1384 3741 -0.01596122707082226
1399 3741 0.3852634140508606
3726 3741 0.04319671321613383
3740 3741 -5.615986879834934
1414 3742 0.3352682419609154
1429 3742 0.07491562208046199
1444 3742 0.29914343374456953
1459 3742 0.48173799743704526
1474 3742 0.18550180254426807
1489 3742 -0.10011064536520076
1503 3742 -0.7019621115229386
1518 3742 0.7195710659402863
1564 3742 -0.240460574602421
1579 3742 -5.615986879834934
3727 3742 0.04319671321613383
3741 3742 -5.615986879834934
814 3753 -0.045151073925166374
829 3753 0.055117007096310455
859 3753 -5.615986879834934
874 3754 0.23444077642993555
904 3754 -0.37206892684984116
919 3754 0.1770972946156686
934 3754 0.198154301432931
949 3754 -0.17270973018220226
964 3754 0.027317525579787505
979 3754 -0.4019971561785416
994 3754 0.33520199219752245
1009 3754 -0.8903912159019467
1024 3754 0.21441631963234964
1039 3754 -0.9983095819216716
3753 3754 0.3505052944559731
1054 3755 -0.6817749438247098
1069 3755 0.24510107809772408
1084 3755 -0.9929324116807254
1099 3755 -0.2444073009391199
1114 3755 0.9436578360446388
1129 3755 -0.8143348430834063
1144 3755 -0.7671654504449412
1159 3755 0.5368560097254969
1174 3755 -0.5348249668129652
1189 3755 -0.9322694106953695
1204 3755 0.9217686345804557
1219 3755 0.5627070028853298
3754 3755 -5.615986879834934
1234 3756 -0.4524467565229766
1249 3756 0.6869339182294976
1264 3756 0.7405420968569045
1279 3756 0.8217445799003782
1294 3756 -0.04469958452203704
1309 3756 0.23278271558309416
1324 3756 0.6514712793617043
1339 3756 0.3531025350925834
1354 3756 0.4710637541767366
1369 3756 -0.29924042367421366
1384 3756 0.31051881810180126
1399 3756 -0.41767166901895103
3755 3756 -5.615986879834934
1414 3757 -0.08017337912167355
1429 3757 -0.15999196636168056
1444 3757 0.628546449630434
1459 3757 -0.6437238990018743
1474 3757 -0.6784407789816402
1489 3757 -0.7118588138063728
1504 3757 -0.9253341167245355
1519 3757 0.8438981619241817
1534 3757 0.1061752074077871
1549 3757 -5.615986879834934
1564 3757 0.6577698017358351
1579 3757 -0.8897806603304346
3756 3757 -5.615986879834934
874 3769 0.3659388178478584
904 3769 -0.14080110059999118
919 3769 0.17808368937887886
934 3769 0.48220712941025035
949 3769 -0.7147800645478086
964 3769 0.2506087310862073
979 3769 0.5381440619717079
994 3769 -0.6513146776490304
1009 3769 0.7274225503764096
1024 3769 -0.1952004529847844
1039 3769 0.049501514263122104
3754 3769 0.1061752074077871
1054 3770 -0.8376757562554302
1069 3770 0.2185226110859908
1084 3770 0.7273222661698246
1099 3770 0.3607209746579618
1114 3770 -0.009168889976534533
1129 3770 -0.40252550542313514
1144 3770 -0.07191457767406617
1159 3770 -0.35547253080311547
1174 3770 0.038271821250759785
1189 3770 -0.9954898126292506
1204 3770 0.9807287513807077
1219 3770 -0.11651898704073993
3755 3770 0.1061752074077871
3769 3770 -5.615986879834934
1234 3771 -0.15375276373914093
1249 3771 0.32853133885632624
1264 3771 0.9294681463381869
1279 3771 -0.9278679589006593
1294 3771 0.9386172441021408
1309 3771 0.17983612734363508
1324 3771 -0.6420159472315121
1339 3771 -0.07768489720764438
1354 3771 0.15953334653750395
1369 3771 -0.16729411959015938
1384 3771 0.7496483605567938
1399 3771 0.9868314748392937
3756 3771 0.1061752074077871
3770 3771 -5.615986879834934
1414 3772 0.059880084412945345
1429 3772 -0.14457777212709
1444 3772 -0.2345835025094496
1459 3772 0.7166323244728303
1474 3772 -0.7251325772223423
1489 3772 -0.42893884360899803
1504 3772 -0.9175596048454435
1519 3772 -0.9988113401391894
1534 3772 -5.615986879834934
1549 3772 0.1061752074077871
1564 3772 -0.5272820573926247
1579 3772 -0.9623500057492012
3757 3772 0.1061752074077871
3771 3772 -5.615986879834934
814 3784 -0.045151073925166374
829 3784 0.055117007096310455
859 3784 -5.615986879834934
874 3784 0.30756112349659936
904 3784 -0.8726069047811078
919 3784 0.17753477503079673
934 3784 0.15940849803567447
949 3784 -0.10019535710609184
964 3784 0.4286643642643646
979 3784 0.12100215258557467
994 3785 0.9897770792729648
1009 3785 -0.9963906327156351
1024 3785 0.516160719185961
1039 3785 -0.016426332846989578
1054 3785 0.7932593050845693
1069 3785 0.8216226699123783
1084 3785 0.5288366013850501
1099 3785 -0.15543999367875982
1114 3785 0.1888835193183418
1129 3785 -0.7817464469334376
1144 3785 0.7612168337048759
1159 3785 -0.22292096351268453
3784 3785 -5.615986879834934
1174 3786 0.015253438010647935
1189 3786 -0.9774701751235062
1204 3786 0.04338778030533552
1219 3786 -0.18111905455467858
1234 3786 0.059170630911673516
1249 3786 -0.9066445804337293
1264 3786 0.6912943630934958
1279 3786 0.2217509306835428
1294 3786 -0.18545486824635637
1309 3786 -0.08524552679938968
1324 3786 0.7582778961966021
1339 3786 -0.8491671679559958
3785 3786 -5.615986879834934
1354 3787 0.70557583765873
1369 3787 -0.6275198682835361
1384 3787 0.12049098669264824
1399 3787 -0.1915074811752151
1414 3787 0.35686120976947633
1429 3787 0.3917099925099192
1444 3787 -0.9346719898480804
1459 3787 -0.4278737831939132
1474 3787 -0.20009940668601267
1489 3787 0.055117007096310455
1504 3787 0.6009483333133432
1519 3787 -0.4141895211048996
3786 3787 -5.615986879834934
1534 3788 0.2766104925293338
1549 3788 0.3505052944559731
1564 3788 -0.3147668313720224
1579 3788 -0.4231177242185278
1594 3788 -0.3147668313720224
3787 3788 -5.615986879834934
814 3799 -0.11755587465579247
829 3799 -5.615986879834934
859 3799 0.055117007096310455
874 3799 -0.1887870125529941
904 3799 0.47200984416546565
919 3799 0.9254987213759909
934 3799 -0.36056178721401655
949 3799 0.07835988977365549
964 3799 -0.7978453078788783
979 3799 -0.039316227733739106
3784 3799 0.055117007096310455
994 3800 0.7823835308213449
1009 3800 -0.07204844211314843
1024 3800 -0.8059632221478092
1039 3800 -0.00879059261943671
1054 3800 -0.9720180247933452
1069 3800 -0.661083511133147
1084 3800 -0.25936436770894455
1099 3800 0.18375831849416602
1114 3800 -0.6864620818762694
1129 3800 0.1451407780783054
1144 3800 0.3792194333693415
1159 3800 -0.5710808661663891
3785 3800 0.055117007096310455
3799 3800 -5.615986879834934
1174 3801 -0.9949558674429813
1189 3801 -0.2820509443338566
1204 3801 0.4150814538942724
1219 3801 -0.8887595380272979
1234 3801 -0.12899947345510165
1249 3801 0.3585129396909579
1264 3801 0.6023030104626095
1279 3801 0.5581548517999384
1294 3801 -0.520433379643388
1309 3801 0.9368696310627258
1324 3801 0.11286569560496673
1339 3801 0.03423113596757643
3786 3801 0.055117007096310455
3800 3801 -5.615986879834934
1354 3802 -0.34319805713164553
1369 3802 0.13991697656150526
1384 3802 -0.566065279011098
1399 3802 -0.1609700298541854
1414 3802 -0.780870769284977
1429 3802 0.22346079583918332
1444 3802 -0.414214592480074
1459 3802 -0.8453751433945367
1474 3802 -0.0767272388213609
1489 3802 -5.615986879834934
1504 3802 -0.0037611597698222754
1519 3802 0.1731850581921902
3787 3802 0.055117007096310455
3801 3802 -5.615986879834934
814 3814 -0.4298206085155081
829 3814 0.19910087715025915
859 3814 0.2984249706891282
874 3814 -0.050308874162899836
905 3814 0.9570688929116731
920 3814 -0.4743521339480068
935 3814 0.20429474785601653
950 3814 0.017554667583766337
964 3814 -0.1730549697170083
979 3814 -0.10209406087007933
994 3815 0.753709792189986
1009 3815 0.8355078559878413
1024 3815 0.9211768700673593
1039 3815 0.8486673757837639
1054 3815 -0.07848071677715351
1069 3815 0.809016592049125
1085 3815 -0.226569593658837
1100 3815 -0.20652110560235393
1115 3815 0.8309788487631358
1130 3815 -0.08218065141876973
1144 3815 -0.6202847772525941
1159 3815 -0.37231445914697625
3814 3815 -5.615986879834934
1174 3816 0.2070103352311703
1189 3816 -0.12232195856419614
1204 3816 0.3766929559700394
1219 3816 0.8698225013199652
1234 3816 -0.576649758527326
1249 3816 -0.016706420517164533
1265 3816 0.4091137483772067
1280 3816 0.6423245512274693
1295 3816 0.26395595412547035
1310 3816 0.11705266846316587
1324 3816 -0.41773118155096
1339 3816 0.15672301296630287
3815 3816 -5.615986879834934
1354 3817 0.15740644390876257
1369 3817 0.3787499958103071
1384 3817 -0.9145117195236196
1399 3817 0.17255581779928675
1414 3817 -0.18760971708968088
1429 3817 0.024219718143022817
1445 3817 0.297813080511778
1460 3817 0.17086012485036117
1475 3817 0.6502305177876033
1490 3817 -0.050308874162899836
1504 3817 -0.7910213765899603
1519 3817 -0.8895719425627922
3816 3817 -5.615986879834934
1534 3818 -0.2443136110023798
1549 3818 -0.9324057083111787
1564 3818 -0.32930886254807146
1579 3818 -0.35565264235828664
1594 3818 -0.32930886254807146
1640 3818 -5.615986879834934
3817 3818 -5.615986879834934
814 3829 0.15225904614969799
829 3829 -0.1887870125529941
859 3829 0.30756112349659936
874 3829 -5.615986879834934
905 3829 0.006401138168079856
920 3829 0.04610059696735169
935 3829 -0.3713323810891055
950 3829 -0.4486963940415196
964 3829 0.14999637398839596
979 3829 -0.3303445732458854
3814 3829 -0.050308874162899836
994 3830 0.2265341006496333
1009 3830 0.513677958186054
1024 3830 -0.1905044864857086
1039 3830 -0.25108545087088197
1054 3830 0.3616205485663333
1069 3830 0.08207734836277925
1085 3830 -0.6634820922149272
1100 3830 -0.5720519369681907
1115 3830 -0.9070434933574103
1130 3830 -0.3353508612798979
1144 3830 -0.5982827575586847
1159 3830 0.7647486402407486
3815 3830 -0.050308874162899836
3829 3830 -5.615986879834934
1174 3831 -0.6050862569824669
1189 3831 -0.8041526956608398
1204 3831 0.5927156412625503
1219 3831 -0.12149272487945839
1234 3831 0.42143190342808823
1249 3831 0.5554321128578201
1265 3831 -0.5781066721989172
1280 3831 0.8020850454213413
1295 3831 0.04843094290062355
1310 3831 0.28480619462263457
1324 3831 -0.45651230983947433
1339 3831 -0.459595504457575
3816 3831 -0.050308874162899836
3830 3831 -5.615986879834934
1354 3832 0.4992616286288514
1369 3832 -0.5763238704333828
1384 3832 -0.7864988749144055
1399 3832 -0.658694307031991
1414 3832 0.48087257808609496
1429 3832 0.04390163185098254
1445 3832 0.04166391003310155
1460 3832 -0.810150013387076
1475 3832 -0.3247026696611165
1490 3832 -5.615986879834934
1504 3832 -0.24460420777998704
1519 3832 0.277692622446126
3817 3832 -0.050308874162899836
3831 3832 -5.615986879834934
1534 3833 0.3659388178478584
1549 3833 0.23444077642993555
1564 3833 0.14250439078607102
1579 3833 -0.07927870364730816
1594 3833 0.14250439078607102
1640 3833 -0.050308874162899836
3818 3833 -0.050308874162899836
3832 3833 -5.615986879834934
814 3844 -5.615986879834934
829 3844 -0.11755587465579247
859 3844 -0.045151073925166374
874 3844 0.15225904614969799
905 3844 0.30454905786496833
920 3844 0.14404412517685328
935 3845 0.24914672714250585
950 3845 0.41127789137584325
964 3845 -0.4389187951222191
979 3845 -0.017721775106402382
994 3845 0.04544200004803933
1009 3845 0.7160531218007173
1024 3845 0.6365597137786507
1039 3845 -0.8354732753797676
1054 3845 -0.540138049013023
1069 3845 -0.30374683668930613
1085 3845 0.3670024951908706
1100 3845 -0.6523196849346307
3844 3845 -5.615986879834934
1115 3846 0.6240916931624503
1130 3846 0.13092486546214044
1144 3846 -0.8968683873543402
1159 3846 -0.344950985307398
1174 3846 -0.46810657332913586
1189 3846 -0.21133376603933174
1204 3846 0.6354039951370387
1219 3846 0.8739324921967804
1234 3846 0.8814738117252472
1249 3846 0.5961062828185761
1265 3846 -0.4867912965314405
1280 3846 -0.7358177282568634
3845 3846 -5.615986879834934
1295 3847 0.31484552203850447
1310 3847 0.40307762250893875
1324 3847 -0.7765618975162947
1339 3847 0.678188344160729
1354 3847 -0.9506126137272799
1369 3847 -0.22286276729675492
1384 3847 -0.9412916794039237
1399 3847 0.30753605229993863
1414 3847 -0.4398888312817768
1429 3847 -0.08372544174872444
1445 3847 0.9987126929674011
1460 3847 0.3640428947555838
3846 3847 -5.615986879834934
1475 3848 0.35412026941118446
1490 3848 0.15225904614969799
1504 3848 -0.298288625068414
1519 3848 -0.007222700185098185
1534 3848 0.7337729417763283
1549 3848 -0.8202541461351207
1564 3848 0.20835792606177167
1579 3848 -0.5599247339849382
1594 3848 0.20835792606177167
1640 3848 -0.4298206085155081
3847 3848 -5.615986879834934
814 3859 -0.08372544174872444
829 3859 0.22346079583918332
859 3859 0.3917099925099192
874 3859 0.04390163185098254
905 3859 0.13438397341111274
920 3859 -0.5599574487853263
3844 3859 -0.08372544174872444
935 3860 -0.13670599837437947
950 3860 0.4472763523639116
964 3860 0.4307273522949029
979 3860 -0.4699019614825857
994 3860 -0.1580345485591308
1009 3860 -0.040235426982948796
1024 3860 -0.30146718145051454
1039 3860 0.6522621977463239
1054 3860 -0.18774309803524591
1069 3860 0.16970092548007254
1085 3860 -0.8196590521986378
1100 3860 0.22669663063918422
3845 3860 -0.08372544174872444
3859 3860 -5.615986879834934
1115 3861 0.03617620659486098
1130 3861 -0.0017987784922521843
1144 3861 -0.9300198248013232
1159 3861 -0.8798336651497289
1174 3861 -0.7139691962134156
1189 3861 -0.3047005596980408
1204 3861 -0.48857628347547344
1219 3861 0.3457115255861145
1234 3861 -0.7299898503146776
1249 3861 -0.7411714467147106
1265 3861 -0.03708509926041392
1280 3861 -0.21438706942784447
3846 3861 -0.08372544174872444
3860 3861 -5.615986879834934
1295 3862 0.6353137191322018
1310 3862 0.7065772120520872
1324 3862 0.5351620459241639
1339 3862 0.9666218235891513
1354 3862 -0.9301895329337382
1369 3862 0.6078217730319522
1384 3862 0.5851135827371541
1399 3862 0.25122036834960415
1414 3862 0.3325176888101766
1429 3862 -5.615986879834934
1445 3862 -0.5417419063861066
1460 3862 -0.09344657035785775
3847 3862 -0.08372544174872444
3861 3862 -5.615986879834934
1475 3863 0.7760167281524069
1490 3863 0.04390163185098254
1504 3863 0.13926761835121315
1519 3863 0.8682749748125198
1534 3863 -0.14457777212709
1549 3863 -0.15999196636168056
1564 3863 -0.12740612145284533
1579 3863 0.07491562208046199
1594 3863 -0.12740612145284533
1640 3863 0.024219718143022817
3848 3863 -0.08372544174872444
3862 3863 -5.615986879834934
935 3875 -5.615986879834934
950 3875 -0.15991520726584507
964 3875 0.46808924445652844
979 3875 -0.2220799972300499
994 3875 -0.29391815077528416
1009 3875 -0.11644497362567396
1025 3875 0.6880828489758246
1040 3875 0.17794286914919244
1055 3875 -0.5500646644121749
1070 3875 0.21380428613405633
1085 3875 -0.06640823605778823
1100 3875 -0.8915434290330817
1115 3876 0.2966059526586433
1130 3876 -0.9214136617868824
1144 3876 -0.6025301994195271
1159 3876 0.56002442126642
1174 3876 0.7386280683249253
1189 3876 -0.6438891990707982
1205 3876 -0.8620531687551403
1220 3876 0.02338996058983378
1235 3876 -0.17450126678053957
1250 3876 -0.06941715416120009
1265 3876 -0.9140231496334112
1280 3876 -0.13192852015289103
3875 3876 -5.615986879834934
1295 3877 -0.7141282296194673
1310 3877 -0.7529578778862949
1324 3877 -0.32545878354729707
1339 3877 -0.20831767814113167
1354 3877 0.3350403722708595
1369 3877 0.9177470792458582
1385 3877 -0.3856802184692809
1400 3877 0.667028686070678
1415 3877 -0.1448391438903099
1445 3877 0.054491398757926635
1460 3877 0.2706701989270812
3876 3877 -5.615986879834934
1475 3878 0.3389822236090805
1490 3878 -0.3713323810891055
1504 3878 0.9583174306555549
1519 3878 0.2380246376888866
1534 3878 0.48220712941025035
1549 3878 0.198154301432931
1580 3878 0.05564570210346331
1595 3878 -0.16189296366449024
1640 3878 0.20429474785601653
3877 3878 -5.615986879834934
935 3890 -0.11644497362567396
950 3890 0.1282039722562457
964 3890 -0.00823217328969783
979 3890 0.353983364608461
994 3890 -0.03790153608288122
1009 3890 -5.615986879834934
1025 3890 -0.08748625199086402
1040 3890 -0.35036292947549275
1055 3890 0.5834837862134925
1070 3890 -0.30744929330116555
1085 3890 -0.11269030799005109
1100 3890 0.883526531256702
3875 3890 -0.11644497362567396
1115 3891 -0.40490533299803655
1130 3891 0.034248020065471674
1144 3891 0.24832936541568928
1159 3891 -0.5530249984489417
1174 3891 0.36450589924840116
1189 3891 -0.49702668138669204
1205 3891 0.7836628772526024
1220 3891 -0.1855345469129509
1235 3891 -0.31099576923802286
1250 3891 -0.204391807019637
1265 3891 -0.36075740562590886
1280 3891 -0.10396539776374136
3876 3891 -0.11644497362567396
3890 3891 -5.615986879834934
1295 3892 0.35141519274841826
1310 3892 -0.39311513643195417
1324 3892 0.1560814724704692
1339 3892 -0.02992855114917603
1354 3892 -0.045263576670519834
1369 3892 0.06036847187024208
1385 3892 -0.35237906769587823
1400 3892 0.0755115306019376
1415 3892 -5.615986879834934
1445 3892 -0.33508564625924553
1460 3892 0.027079841138388128
3877 3892 -0.1448391438903099
3891 3892 0.47995212424880873
1475 3893 -0.17523640027113763
1490 3893 0.48087257808609496
1504 3893 -0.40333279241845965
1519 3893 0.030828763036111262
1534 3893 0.059880084412945345
1549 3893 -0.08017337912167355
1580 3893 0.3352682419609154
1595 3893 -0.10262993344231286
1640 3893 -0.18760971708968088
3878 3893 -0.1448391438903099
3892 3893 -5.615986879834934
875 3904 -5.615986879834934
905 3904 0.05512346490398112
920 3904 0.23454827673657874
935 3904 0.46808924445652844
950 3904 -0.4714064605523558
964 3904 -5.615986879834934
979 3904 -0.4220030853692114
994 3904 -0.8925756237136724
1009 3904 -0.00823217328969783
1025 3904 0.8721743587660997
1040 3904 0.5710632540023048
1055 3905 -0.37970271129224353
1070 3905 0.9082611748939251
1085 3905 0.8000813999377374
1100 3905 0.23175403385270044
1115 3905 -0.7865810424741109
1130 3905 -0.8966961389611179
1144 3905 -0.7105656727521987
1159 3905 0.7271792888949569
1174 3905 0.5062388380615959
1189 3905 0.13129574638119035
1205 3905 0.2760640255551581
1220 3905 0.9221198764100551
3904 3905 -5.615986879834934
1235 3906 0.19691874215691096
1250 3906 0.6550490932700346
1265 3906 -0.6173572813357748
1280 3906 -0.2770097893665433
1295 3906 0.6931737580674133
1310 3906 0.9848701466284155
1324 3906 0.23418734409690445
1339 3906 -0.09611173210042984
1354 3906 0.08716983935019962
1369 3906 -0.6460143713143975
1385 3906 -0.8145649649110183
1400 3906 -0.504160378735719
3905 3906 -5.615986879834934
1415 3907 0.20964220271136758
1445 3907 -0.261941470738172
1460 3907 0.5122356497805824
1475 3907 0.2046936578052574
1490 3907 0.14999637398839596
1504 3907 0.588733573470896
1519 3907 0.2854860474067671
1534 3907 0.2506087310862073
1549 3907 0.027317525579787505
1580 3907 -0.561228619527357
3906 3907 -5.615986879834934
1595 3908 -0.14182590353684987
1640 3908 -0.1730549697170083
3907 3908 -5.615986879834934
875 3919 -0.09611173210042984
905 3919 -0.29188653290944955
920 3919 -0.40091087944584713
935 3919 -0.20831767814113167
950 3919 0.41887759095866994
964 3919 -0.09611173210042984
979 3919 0.6612429014662011
994 3919 -0.6820122691238735
1009 3919 0.8822620051946142
1025 3919 -0.03452147994224308
1040 3919 -0.07089647447907765
3904 3919 -0.09611173210042984
1055 3920 0.5105671509492775
1070 3920 -0.5149301995393198
1085 3920 -0.6710357311189938
1100 3920 0.07976648440650491
1115 3920 -0.5799982650404019
1130 3920 -0.6199337448453306
1144 3920 -0.6114801437965482
1159 3920 -0.04141425453819969
1174 3920 -0.5621967529436793
1189 3920 -0.6060441538567669
1205 3920 0.20798294702411968
1220 3920 0.2637670182762004
3905 3920 -0.09611173210042984
3919 3920 -5.615986879834934
1235 3921 -0.7757493430479019
1250 3921 -0.8850195259458993
1265 3921 0.857866929521216
1280 3921 -0.6874137651875338
1295 3921 0.5106223469210707
1310 3921 -0.4614896415950511
1324 3921 -0.3982752247553547
1339 3921 -5.615986879834934
1354 3921 -0.3914386850470981
1369 3921 -0.24571275444394525
1385 3921 -0.8051781521252794
1400 3921 -0.9192296053411406
3906 3921 -0.09611173210042984
3920 3921 -5.615986879834934
1415 3922 -0.02992855114917603
1445 3922 0.666770030954746
1460 3922 0.09987409267385339
1475 3922 0.6252203687943876
1490 3922 -0.459595504457575
1504 3922 0.7888632043501664
1519 3922 -0.6707544630888729
1534 3922 -0.07768489720764438
1549 3922 0.3531025350925834
1580 3922 -0.98481848339562
3907 3922 -0.09611173210042984
3921 3922 -5.615986879834934
1595 3923 -0.9102732639366922
1640 3923 0.15672301296630287
3908 3923 -0.09611173210042984
3922 3923 -5.615986879834934
875 3934 0.23454827673657874
905 3934 0.037644127140973205
920 3934 -5.615986879834934
935 3934 0.5642684184626918
950 3934 0.11544157109098037
980 3934 0.02499778820058407
995 3934 -0.9241028706439727
1010 3934 0.6799966573668204
1025 3934 0.35909481492929407
1040 3934 -0.7469629085149847
1055 3935 -0.08276091289582377
1070 3935 0.8181504212485993
1085 3935 -0.9101191077915447
1100 3935 0.31040612816795643
1115 3935 -0.5158206077832224
1130 3935 -0.26578224418992136
1145 3935 -0.3075780469440843
1160 3935 0.6485280837846876
1175 3935 0.06698407044977683
1190 3935 0.07801864484854293
1205 3935 0.551757746035074
1220 3935 -0.4730408565347648
3934 3935 -5.615986879834934
1235 3936 -0.4483494369199612
1250 3936 -0.3434868423889543
1265 3936 0.6021602105502817
1280 3936 -0.8488203786939803
1295 3936 -0.02909191870423511
1310 3936 0.5180813363193022
1325 3936 -0.1140812198866904
1340 3936 -0.4265512259223373
1355 3936 -0.9704636441572552
1370 3936 0.8378287738635497
1385 3936 -0.9728127028074849
1400 3936 -0.4511479216369576
3935 3936 -5.615986879834934
1415 3937 -0.5208210916971865
1445 3937 0.0727821995807747
1460 3937 -0.4265512259223373
1475 3937 -0.9735520425226847
1490 3937 0.04610059696735169
1505 3937 -0.525015447850741
1520 3937 0.8218424284957413
1580 3937 -0.08980761965406348
3936 3937 -5.615986879834934
875 3949 -0.4714064605523558
905 3949 0.1515081853434358
920 3949 0.11544157109098037
935 3949 -0.15991520726584507
950 3949 -5.615986879834934
980 3949 0.2152569864041115
995 3949 0.04767085033660923
1010 3949 0.1282039722562457
1025 3949 0.3662073477494616
1040 3949 -0.4629960911349107
3934 3949 0.11544157109098037
1055 3950 -0.3917578942289861
1070 3950 0.9189425824562993
1085 3950 -0.6775875994925344
1100 3950 -0.4639577496115286
1115 3950 -0.0013396188970880019
1130 3950 0.057670282347873636
1145 3950 -0.7563721620979178
1160 3950 -0.6999048157122321
1175 3950 -0.2673436045416482
1190 3950 0.5336732024358104
1205 3950 0.7675355972835152
1220 3950 0.36336469146444217
3935 3950 0.11544157109098037
3949 3950 -5.615986879834934
1235 3951 0.3271256226910486
1250 3951 -0.045486928628152956
1265 3951 -0.44927356132271057
1280 3951 0.6681945684421298
1295 3951 -0.5721628787125492
1310 3951 0.27062165170007446
1325 3951 0.3901986432298886
1340 3951 -0.1543742200214332
1355 3951 -0.24069621216434056
1370 3951 -0.5893994871766062
1385 3951 -0.31906422014401126
1400 3951 0.7468305515510154
3936 3951 0.11544157109098037
3950 3951 -5.615986879834934
1415 3952 0.7932839446659901
1445 3952 0.274340139980944
1460 3952 -0.1543742200214332
1475 3952 -0.44175223487874393
1490 3952 -0.4486963940415196
1505 3952 -0.18701699475142175
1520 3952 -0.2755056451935489
1580 3952 -0.35740797439491234
3937 3952 0.11544157109098037
3951 3952 -5.615986879834934
1595 3953 -0.2673724910458628
1640 3953 0.017554667583766337
3952 3953 -5.615986879834934
995 3965 -0.7593414661631432
1010 3965 0.9170604299926512
1025 3965 0.3716087038087149
1040 3965 0.7043874540231323
1055 3965 0.669155639893593
1070 3965 -0.1853730931763371
1085 3965 -0.280517459123814
1100 3965 -0.9593169797429302
1115 3965 -0.10847773129615645
1130 3965 0.4416479989065949
1145 3965 -0.2954865034995624
1160 3965 -0.4203795714174945
1175 3966 0.2539290597965769
1190 3966 -0.7319492619985835
1205 3966 -0.06857658693720207
1220 3966 -0.28010928047862493
1235 3966 -0.06665577704094272
1250 3966 -0.08028543156265744
1265 3966 -0.04515113644463287
1280 3966 0.7552833362656897
1295 3966 -5.615986879834934
1310 3966 0.08452080649891076
1325 3966 0.10681599912157691
1340 3966 -0.18842109634721016
3965 3966 -5.615986879834934
1355 3967 -0.4222008798363426
1370 3967 0.09718896752611672
1385 3967 -0.030021391480063164
1400 3967 -0.3048832948698714
1415 3967 0.35141519274841826
1445 3967 -0.08301524629781565
1460 3967 -0.18842109634721016
1475 3967 -0.032722350159192004
1490 3967 0.04843094290062355
